Date,Rented,Hour,Temperature,Humidity(%),Wind_Speed,Visibility (10m),Dew point temperature(蚓),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
10/02/2018,296,13,2.8,31,4,967,-12.6,1.42,0,0,Winter,No Holiday,Yes
10/02/2018,286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,Winter,No Holiday,Yes
10/02/2018,277,15,2,20,4.1,1942,-18.6,1.49,0,0,Winter,No Holiday,Yes
10/02/2018,291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,Winter,No Holiday,Yes
10/02/2018,277,17,-0.9,19,5,2000,-21.6,0.48,0,0,Winter,No Holiday,Yes
10/02/2018,216,18,-2,15,5.6,2000,-25.2,0.13,0,0,Winter,No Holiday,Yes
10/02/2018,151,19,-3.1,14,5.1,2000,-26.9,0,0,0,Winter,No Holiday,Yes
10/02/2018,132,20,-4.4,19,5.8,2000,-24.6,0,0,0,Winter,No Holiday,Yes
10/02/2018,124,21,-5.6,28,4.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
10/02/2018,128,22,-6.2,32,3.5,2000,-20.2,0,0,0,Winter,No Holiday,Yes
10/02/2018,118,23,-6.7,35,2.1,2000,-19.6,0,0,0,Winter,No Holiday,Yes
11/02/2018,112,0,-6.9,36,2.1,2000,-19.5,0,0,0,Winter,No Holiday,Yes
11/02/2018,95,1,-7,38,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes
11/02/2018,93,2,-7,42,1.6,2000,-17.7,0,0,0,Winter,No Holiday,Yes
11/02/2018,58,3,-7.2,43,2,2000,-17.6,0,0,0,Winter,No Holiday,Yes
11/02/2018,34,4,-7.5,42,2.4,1998,-18.2,0,0,0,Winter,No Holiday,Yes
11/02/2018,19,5,-7.8,39,2.8,2000,-19.3,0,0,0,Winter,No Holiday,Yes
11/02/2018,39,6,-8.4,33,1.4,1963,-21.8,0,0,0,Winter,No Holiday,Yes
11/02/2018,40,7,-9.2,34,2,1945,-22.2,0,0,0,Winter,No Holiday,Yes
11/02/2018,81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,Winter,No Holiday,Yes
11/02/2018,126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,Winter,No Holiday,Yes
11/02/2018,130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,Winter,No Holiday,Yes
11/02/2018,155,11,-5,25,3.2,1853,-22,1.75,0,0,Winter,No Holiday,Yes
11/02/2018,174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,Winter,No Holiday,Yes
11/02/2018,212,13,-2.4,28,3,1953,-18.4,2.35,0,0,Winter,No Holiday,Yes
11/02/2018,191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,Winter,No Holiday,Yes
11/02/2018,181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,Winter,No Holiday,Yes
11/02/2018,175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,Winter,No Holiday,Yes
11/02/2018,198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes
11/02/2018,150,18,-4.6,56,3.6,2000,-12,0.09,0,0,Winter,No Holiday,Yes
11/02/2018,147,19,-5.2,66,3.1,2000,-10.5,0,0,0,Winter,No Holiday,Yes
11/02/2018,127,20,-5.7,67,2.6,2000,-10.8,0,0,0,Winter,No Holiday,Yes
11/02/2018,119,21,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes
11/02/2018,103,22,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes
11/02/2018,91,23,-7,49,3.4,1984,-15.9,0,0,0,Winter,No Holiday,Yes
12/02/2018,103,0,-7.7,52,3.2,1982,-15.8,0,0,0,Winter,No Holiday,Yes
12/02/2018,69,1,-7.9,52,3.7,1961,-16,0,0,0,Winter,No Holiday,Yes
12/02/2018,45,2,-8.3,49,2.7,2000,-17.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,21,3,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,33,4,-8.6,31,3.5,2000,-22.7,0,0,0,Winter,No Holiday,Yes
12/02/2018,30,5,-9.2,37,1.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,109,6,-9.5,36,1.5,2000,-21.8,0,0,0,Winter,No Holiday,Yes
12/02/2018,236,7,-9.5,35,1.1,2000,-22.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,Winter,No Holiday,Yes
12/02/2018,262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes
12/02/2018,161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,Winter,No Holiday,Yes
12/02/2018,190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,Winter,No Holiday,Yes
12/02/2018,202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,Winter,No Holiday,Yes
12/02/2018,246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,Winter,No Holiday,Yes
12/02/2018,182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,Winter,No Holiday,Yes
12/02/2018,228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,Winter,No Holiday,Yes
12/02/2018,239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes
12/02/2018,288,17,-3.1,36,4.4,1988,-16,0.89,0,0,Winter,No Holiday,Yes
12/02/2018,475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,Winter,No Holiday,Yes
12/02/2018,340,19,-4.9,52,2,2000,-13.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,244,20,-4.7,55,1.7,2000,-12.3,0,0,0,Winter,No Holiday,Yes
12/02/2018,253,21,-4.3,59,3,1239,-11.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,200,22,-4.2,57,1.7,2000,-11.4,0,0,0,Winter,No Holiday,Yes
12/02/2018,140,23,-4.4,58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes
13/02/2018,158,0,-5,60,1.8,1995,-11.5,0,0,0,Winter,No Holiday,Yes
13/02/2018,146,1,-5.5,60,1.3,1994,-12,0,0,0,Winter,No Holiday,Yes
13/02/2018,106,2,-6,58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes
13/02/2018,70,3,-6.2,61,1.3,1992,-12.5,0,0,0,Winter,No Holiday,Yes
13/02/2018,46,4,-6.4,62,1.8,1978,-12.4,0,0,0,Winter,No Holiday,Yes
13/02/2018,51,5,-6.7,64,1.6,1981,-12.3,0,0,0,Winter,No Holiday,Yes
13/02/2018,96,6,-7.1,70,1,1977,-11.6,0,0,0,Winter,No Holiday,Yes
13/02/2018,294,7,-7.2,70,1.9,1946,-11.7,0,0,0,Winter,No Holiday,Yes
13/02/2018,568,8,-7.1,68,0.6,1931,-12,0.03,0,0,Winter,No Holiday,Yes
13/02/2018,285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,Winter,No Holiday,Yes
13/02/2018,200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,Winter,No Holiday,Yes
13/02/2018,252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,Winter,No Holiday,Yes
13/02/2018,281,12,1,41,3.3,1794,-10.8,2.11,0,0,Winter,No Holiday,Yes
13/02/2018,256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes
13/02/2018,300,14,3.7,39,3.8,1908,-9,2.19,0,0,Winter,No Holiday,Yes
13/02/2018,295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,Winter,No Holiday,Yes
13/02/2018,328,16,3.9,41,4,1973,-8.1,1.24,0,0,Winter,No Holiday,Yes
13/02/2018,410,17,3.5,46,3.1,1992,-7,0.39,0,0,Winter,No Holiday,Yes
13/02/2018,604,18,3.1,50,3.7,2000,-6.3,0.07,0,0,Winter,No Holiday,Yes
13/02/2018,406,19,2.4,57,3.2,1995,-5.2,0,0,0,Winter,No Holiday,Yes
13/02/2018,323,20,2.3,59,3.8,1981,-4.9,0,0,0,Winter,No Holiday,Yes
13/02/2018,290,21,2.6,57,3.8,2000,-5,0,0,0,Winter,No Holiday,Yes
13/02/2018,291,22,2.6,57,3.1,2000,-5,0,0,0,Winter,No Holiday,Yes
13/02/2018,211,23,2.4,59,3.2,2000,-4.8,0,0,0,Winter,No Holiday,Yes
14/02/2018,178,0,2,65,2.2,1885,-3.9,0,0,0,Winter,No Holiday,Yes
14/02/2018,213,1,1.3,67,1.2,1738,-4.1,0,0,0,Winter,No Holiday,Yes
14/02/2018,129,2,1.2,64,0.9,1680,-4.8,0,0,0,Winter,No Holiday,Yes
14/02/2018,101,3,1.1,65,1,1596,-4.7,0,0,0,Winter,No Holiday,Yes
14/02/2018,51,4,1.1,67,1.7,1506,-4.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,56,5,1,68,0.6,1519,-4.2,0,0,0,Winter,No Holiday,Yes
14/02/2018,108,6,1.1,66,0.9,1550,-4.5,0,0,0,Winter,No Holiday,Yes
14/02/2018,292,7,1.3,66,1.1,1534,-4.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,606,8,2.1,65,1.1,1559,-3.8,0.01,0,0,Winter,No Holiday,Yes
14/02/2018,326,9,3.9,64,2.9,1483,-2.3,0.18,0,0,Winter,No Holiday,Yes
14/02/2018,241,10,5.2,65,3.9,1313,-0.8,0.56,0,0,Winter,No Holiday,Yes
14/02/2018,288,11,6.3,67,3.5,1179,0.6,0.52,0,0,Winter,No Holiday,Yes
14/02/2018,312,12,6.9,67,3.9,986,1.1,0.42,0,0,Winter,No Holiday,Yes
14/02/2018,349,13,7.2,65,3.8,773,1,0.61,0,0,Winter,No Holiday,Yes
14/02/2018,398,14,7.8,57,3.5,675,-0.2,1.34,0,0,Winter,No Holiday,Yes
14/02/2018,461,15,8.7,48,4.1,767,-1.7,1.68,0,0,Winter,No Holiday,Yes
14/02/2018,447,16,8,36,3.5,1013,-6.1,1.09,0,0,Winter,No Holiday,Yes
14/02/2018,484,17,6.6,34,2.8,1300,-8.1,0.42,0,0,Winter,No Holiday,Yes
14/02/2018,559,18,5.1,34,2.3,1440,-9.5,0.09,0,0,Winter,No Holiday,Yes
14/02/2018,316,19,3.9,37,1.4,1417,-9.4,0,0,0,Winter,No Holiday,Yes
14/02/2018,262,20,2.8,29,2.8,1473,-13.5,0,0,0,Winter,No Holiday,Yes
14/02/2018,216,21,1.7,27,3.1,1734,-15.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,218,22,0.3,33,4,1436,-14.1,0,0,0,Winter,No Holiday,Yes
14/02/2018,160,23,-0.3,35,2.1,1577,-13.9,0,0,0,Winter,No Holiday,Yes
15/02/2018,126,0,-0.7,37,3.5,1716,-13.6,0,0,0,Winter,Holiday,Yes
15/02/2018,123,1,-1.1,38,2.8,1999,-13.6,0,0,0,Winter,Holiday,Yes
15/02/2018,112,2,-1.2,35,2.2,2000,-14.7,0,0,0,Winter,Holiday,Yes
15/02/2018,74,3,-1.4,34,2.1,2000,-15.2,0,0,0,Winter,Holiday,Yes
15/02/2018,58,4,-1.9,34,3,2000,-15.7,0,0,0,Winter,Holiday,Yes
15/02/2018,32,5,-2.4,33,3.1,2000,-16.5,0,0,0,Winter,Holiday,Yes
15/02/2018,39,6,-2.6,38,1,2000,-15,0,0,0,Winter,Holiday,Yes
15/02/2018,55,7,-3,40,0.9,2000,-14.7,0,0,0,Winter,Holiday,Yes
15/02/2018,112,8,-3,38,1,2000,-15.4,0,0,0,Winter,Holiday,Yes
15/02/2018,112,9,-3.5,30,1.5,1980,-18.6,0,0,0,Winter,Holiday,Yes
15/02/2018,127,10,-1.6,26,1.9,1980,-18.6,1.29,0,0,Winter,Holiday,Yes
15/02/2018,170,11,0.1,22,2,2000,-19.1,1.84,0,0,Winter,Holiday,Yes
15/02/2018,174,12,1.7,20,3,1983,-18.9,2.28,0,0,Winter,Holiday,Yes
15/02/2018,240,13,2.2,18,3.4,1942,-19.7,2.3,0,0,Winter,Holiday,Yes
15/02/2018,270,14,2.9,14,4.3,2000,-22,2.29,0,0,Winter,Holiday,Yes
15/02/2018,276,15,3.8,17,3.2,2000,-19,1.97,0,0,Winter,Holiday,Yes
15/02/2018,273,16,3.2,16,3,2000,-20.2,1.45,0,0,Winter,Holiday,Yes
15/02/2018,236,17,2.4,17,3.1,1990,-20.2,0.78,0,0,Winter,Holiday,Yes
15/02/2018,190,18,1.1,18,2.5,2000,-20.6,0.2,0,0,Winter,Holiday,Yes
15/02/2018,166,19,0.1,21,2.9,2000,-19.7,0,0,0,Winter,Holiday,Yes
15/02/2018,148,20,-0.4,27,2.2,2000,-17.1,0,0,0,Winter,Holiday,Yes
15/02/2018,134,21,-1.1,32,2.4,2000,-15.7,0,0,0,Winter,Holiday,Yes
15/02/2018,145,22,-1.9,30,0.8,2000,-17.2,0,0,0,Winter,Holiday,Yes
15/02/2018,92,23,-2.5,31,1.4,1996,-17.3,0,0,0,Winter,Holiday,Yes
16/02/2018,105,0,-3.3,35,1.8,1977,-16.6,0,0,0,Winter,Holiday,Yes
16/02/2018,77,1,-3.6,35,2,1943,-16.8,0,0,0,Winter,Holiday,Yes
16/02/2018,47,2,-4.1,38,1.2,1996,-16.3,0,0,0,Winter,Holiday,Yes
16/02/2018,36,3,-4.4,37,1.7,1989,-16.9,0,0,0,Winter,Holiday,Yes
16/02/2018,35,4,-4.5,42,1.4,1944,-15.5,0,0,0,Winter,Holiday,Yes
16/02/2018,28,5,-5,44,0.9,1976,-15.3,0,0,0,Winter,Holiday,Yes
16/02/2018,30,6,-5.2,42,0.7,1980,-16.1,0,0,0,Winter,Holiday,Yes
16/02/2018,49,7,-5.4,41,0.3,2000,-16.6,0,0,0,Winter,Holiday,Yes
16/02/2018,68,8,-5.4,38,0.7,2000,-17.5,0.04,0,0,Winter,Holiday,Yes
16/02/2018,48,9,-4.3,33,0.7,1923,-18.2,0.6,0,0,Winter,Holiday,Yes
16/02/2018,78,10,-1.3,32,1.5,1933,-15.9,1.24,0,0,Winter,Holiday,Yes
16/02/2018,93,11,1,25,1.4,1782,-16.8,1.7,0,0,Winter,Holiday,Yes
16/02/2018,137,12,2.2,19,1.4,1946,-19.1,2.01,0,0,Winter,Holiday,Yes
16/02/2018,169,13,3.5,17,3.2,1971,-19.3,2.2,0,0,Winter,Holiday,Yes
16/02/2018,196,14,4.2,18,3.3,1976,-18,2.25,0,0,Winter,Holiday,Yes
16/02/2018,243,15,4,26,3.5,2000,-13.8,1.75,0,0,Winter,Holiday,Yes
16/02/2018,189,16,3.3,38,3.8,1921,-9.6,1.33,0,0,Winter,Holiday,Yes
16/02/2018,210,17,2.5,48,4.2,1979,-7.4,0.76,0,0,Winter,Holiday,Yes
16/02/2018,165,18,1.4,56,3.2,1932,-6.4,0.22,0,0,Winter,Holiday,Yes
02/03/2018,568,19,2,26,2.3,1985,-15.5,0.02,0,0,Spring,No Holiday,Yes
02/03/2018,427,20,1.2,35,2.5,1977,-12.6,0,0,0,Spring,No Holiday,Yes
02/03/2018,396,21,1,34,1.4,1880,-13.1,0,0,0,Spring,No Holiday,Yes
02/03/2018,414,22,0.5,38,0.9,1907,-12.2,0,0,0,Spring,No Holiday,Yes
02/03/2018,284,23,0.3,38,0.2,1895,-12.3,0,0,0,Spring,No Holiday,Yes
03/03/2018,218,0,0.5,34,0.4,1889,-13.5,0,0,0,Spring,No Holiday,Yes
03/03/2018,229,1,0.6,36,0.4,1933,-12.7,0,0,0,Spring,No Holiday,Yes
03/03/2018,176,2,0.9,35,0.5,1856,-12.8,0,0,0,Spring,No Holiday,Yes
03/03/2018,149,3,0.8,38,0.8,1594,-11.9,0,0,0,Spring,No Holiday,Yes
03/03/2018,93,4,0.6,43,0.9,1599,-10.5,0,0,0,Spring,No Holiday,Yes
03/03/2018,55,5,0.8,39,1,1463,-11.6,0,0,0,Spring,No Holiday,Yes
03/03/2018,71,6,0.5,42,0.9,1543,-10.9,0,0,0,Spring,No Holiday,Yes
03/03/2018,159,7,0.1,43,1.4,1502,-11,0,0,0,Spring,No Holiday,Yes
03/03/2018,306,8,0.4,38,1.8,1564,-12.3,0.16,0,0,Spring,No Holiday,Yes
03/03/2018,329,9,2.2,30,1.5,1513,-13.6,0.81,0,0,Spring,No Holiday,Yes
03/03/2018,354,10,5.1,27,1.2,1563,-12.4,1.54,0,0,Spring,No Holiday,Yes
03/03/2018,431,11,8.1,21,2.1,1738,-12.9,2.15,0,0,Spring,No Holiday,Yes
03/03/2018,605,12,10.7,16,1.7,1657,-14.1,2.56,0,0,Spring,No Holiday,Yes
03/03/2018,771,13,12.2,14,1.6,1896,-14.5,2.75,0,0,Spring,No Holiday,Yes
03/03/2018,1025,14,14.4,14,1.4,1833,-12.8,2.66,0,0,Spring,No Holiday,Yes
03/03/2018,1238,15,16,14,2.2,1828,-11.5,2.33,0,0,Spring,No Holiday,Yes
03/03/2018,1285,16,15.8,15,2.6,1867,-10.8,1.7,0,0,Spring,No Holiday,Yes
03/03/2018,1197,17,15,22,2.5,1946,-6.5,0.96,0,0,Spring,No Holiday,Yes
03/03/2018,920,18,13.9,26,1.9,1995,-5.3,0.41,0,0,Spring,No Holiday,Yes
03/03/2018,630,19,12.7,32,2.3,2000,-3.6,0.01,0,0,Spring,No Holiday,Yes
03/03/2018,631,20,11.1,51,3.7,1957,1.3,0,0,0,Spring,No Holiday,Yes
03/03/2018,588,21,10.3,52,2.2,1843,0.8,0,0,0,Spring,No Holiday,Yes
03/03/2018,516,22,10.2,49,1.7,1972,0,0,0,0,Spring,No Holiday,Yes
03/03/2018,215,23,9.4,74,1.6,559,4.9,0,0,0,Spring,No Holiday,Yes
04/03/2018,161,0,8.5,87,0.9,303,6.4,0,0,0,Spring,No Holiday,Yes
04/03/2018,118,1,8.3,91,0.1,282,6.9,0,0,0,Spring,No Holiday,Yes
04/03/2018,95,2,8.3,95,0.3,243,7.5,0,0,0,Spring,No Holiday,Yes
04/03/2018,90,3,8.5,96,0.4,238,7.8,0,0.1,0,Spring,No Holiday,Yes
04/03/2018,34,4,8.8,95,0.2,218,8,0,0,0,Spring,No Holiday,Yes
04/03/2018,15,5,8.8,96,1.2,196,8.1,0,0,0,Spring,No Holiday,Yes
04/03/2018,20,6,8.6,96,0.7,224,7.9,0,0.2,0,Spring,No Holiday,Yes
04/03/2018,23,7,8.4,97,2.6,122,7.9,0,0,0,Spring,No Holiday,Yes
04/03/2018,70,8,8.3,97,0.6,152,7.8,0.01,0,0,Spring,No Holiday,Yes
04/03/2018,157,9,8.8,97,1.3,196,8.3,0.2,0.2,0,Spring,No Holiday,Yes
04/03/2018,239,10,9.8,90,0.8,335,8.2,0.64,0,0,Spring,No Holiday,Yes
04/03/2018,273,11,10.1,88,0.7,453,8.1,0.34,0,0,Spring,No Holiday,Yes
04/03/2018,358,12,10.7,85,0.9,393,8.2,0.52,0,0,Spring,No Holiday,Yes
04/03/2018,429,13,10.8,84,1.2,400,8.1,0.44,0,0,Spring,No Holiday,Yes
04/03/2018,475,14,11.2,83,1.1,518,8.4,0.45,0,0,Spring,No Holiday,Yes
04/03/2018,468,15,11.7,81,1.2,616,8.5,0.53,0,0,Spring,No Holiday,Yes
04/03/2018,396,16,11.7,82,1.1,753,8.7,0.32,0,0,Spring,No Holiday,Yes
04/03/2018,492,17,11.8,82,1.7,990,8.8,0.4,0,0,Spring,No Holiday,Yes
04/03/2018,436,18,11.5,81,1.5,1475,8.3,0.07,0,0,Spring,No Holiday,Yes
04/03/2018,289,19,11.2,81,2.3,1614,8,0,0,0,Spring,No Holiday,Yes
04/03/2018,26,20,11.3,80,1.2,1978,7.9,0,0,0,Spring,No Holiday,Yes
04/03/2018,7,21,10.6,89,2.1,606,8.8,0,2,0,Spring,No Holiday,Yes
04/03/2018,8,22,9.6,92,2.5,721,8.3,0,0,0,Spring,No Holiday,Yes
04/03/2018,9,23,8.7,91,2.9,957,7.3,0,0,0,Spring,No Holiday,Yes
05/03/2018,22,0,7.6,88,2.5,1974,5.7,0,9,0,Spring,No Holiday,Yes
05/03/2018,23,1,7,88,2.5,2000,5.1,0,0,0,Spring,No Holiday,Yes
05/03/2018,9,2,6.3,89,2.2,1456,4.6,0,0,0,Spring,No Holiday,Yes
05/03/2018,2,3,5.7,92,2,458,4.4,0,1.5,0,Spring,No Holiday,Yes
05/03/2018,4,4,5.1,90,2.6,1005,3.5,0,0,0,Spring,No Holiday,Yes
05/03/2018,22,5,4.7,89,2.3,1242,3,0,0,0,Spring,No Holiday,Yes
05/03/2018,20,6,4.2,87,2,1979,2.2,0,2,0,Spring,No Holiday,Yes
05/03/2018,85,7,3.8,87,2.2,2000,1.8,0,0,0,Spring,No Holiday,Yes
05/03/2018,184,8,3.6,88,2.3,2000,1.7,0.03,0,0,Spring,No Holiday,Yes
05/03/2018,211,9,3.7,85,1.8,2000,1.4,0.17,0,0,Spring,No Holiday,Yes
05/03/2018,232,10,4.4,80,1.8,2000,1.2,0.56,0,0,Spring,No Holiday,Yes
05/03/2018,322,11,6.1,66,1.9,2000,0.2,1.42,0,0,Spring,No Holiday,Yes
05/03/2018,438,12,7.6,58,2.4,2000,-0.1,1.85,0,0,Spring,No Holiday,Yes
05/03/2018,465,13,8.3,51,2,2000,-1.2,1.42,0,0,Spring,No Holiday,Yes
05/03/2018,550,14,10,44,1.9,2000,-1.7,2.46,0,0,Spring,No Holiday,Yes
05/03/2018,637,15,10.3,43,2.5,2000,-1.7,2.45,0,0,Spring,No Holiday,Yes
05/03/2018,718,16,11,39,1.2,2000,-2.4,1.96,0,0,Spring,No Holiday,Yes
05/03/2018,865,17,10,43,1.4,2000,-2,1.12,0,0,Spring,No Holiday,Yes
05/03/2018,1155,18,8.1,47,1.7,2000,-2.5,0.34,0,0,Spring,No Holiday,Yes
05/03/2018,782,19,5.8,53,1.7,2000,-3,0.02,0,0,Spring,No Holiday,Yes
05/03/2018,578,20,4.3,57,1.3,2000,-3.4,0,0,0,Spring,No Holiday,Yes
05/03/2018,533,21,3.1,59,1.5,2000,-4.1,0,0,0,Spring,No Holiday,Yes
05/03/2018,466,22,2.3,63,1,2000,-4,0,0,0,Spring,No Holiday,Yes
05/03/2018,274,23,1.9,60,1.3,2000,-5,0,0,0,Spring,No Holiday,Yes
06/03/2018,224,0,1.3,69,0.8,2000,-3.7,0,0,0,Spring,No Holiday,Yes
06/03/2018,188,1,0.8,67,0.8,2000,-4.6,0,0,0,Spring,No Holiday,Yes
06/03/2018,122,2,0.3,71,0.9,1999,-4.3,0,0,0,Spring,No Holiday,Yes
06/03/2018,82,3,0.1,71,0.4,2000,-4.5,0,0,0,Spring,No Holiday,Yes
06/03/2018,79,4,-0.5,75,0.6,1967,-4.3,0,0,0,Spring,No Holiday,Yes
06/03/2018,80,5,-0.9,78,0.6,1687,-4.2,0,0,0,Spring,No Holiday,Yes
06/03/2018,214,6,-1,77,0.4,1578,-4.5,0,0,0,Spring,No Holiday,Yes
06/03/2018,583,7,-1,78,0.6,1484,-4.3,0,0,0,Spring,No Holiday,Yes
06/03/2018,997,8,-0.7,76,1,1461,-4.4,0.2,0,0,Spring,No Holiday,Yes
06/03/2018,556,9,1.2,62,0.8,1338,-5.2,0.85,0,0,Spring,No Holiday,Yes
06/03/2018,380,10,3.7,51,1.3,1596,-5.5,1.56,0,0,Spring,No Holiday,Yes
06/03/2018,475,11,6.3,41,1.3,1519,-6,2.12,0,0,Spring,No Holiday,Yes
06/03/2018,504,12,8.5,34,1.9,1876,-6.4,2.55,0,0,Spring,No Holiday,Yes
06/03/2018,528,13,9.3,27,2.2,1816,-8.7,2.65,0,0,Spring,No Holiday,Yes
06/03/2018,567,14,9.2,27,2.9,1880,-8.8,2.32,0,0,Spring,No Holiday,Yes
06/03/2018,616,15,10.1,24,1.8,1839,-9.6,2.12,0,0,Spring,No Holiday,Yes
06/03/2018,680,16,10.6,26,1.9,1955,-8.1,1.75,0,0,Spring,No Holiday,Yes
06/03/2018,883,17,10.2,27,2.8,1826,-8,1.22,0,0,Spring,No Holiday,Yes
06/03/2018,1246,18,8.7,28,3.2,2000,-8.8,0.49,0,0,Spring,No Holiday,Yes
06/03/2018,833,19,7.1,30,2.7,2000,-9.3,0.02,0,0,Spring,No Holiday,Yes
06/03/2018,666,20,6.1,31,2.8,2000,-9.8,0,0,0,Spring,No Holiday,Yes
06/03/2018,625,21,5.5,33,3.2,1995,-9.5,0,0,0,Spring,No Holiday,Yes
06/03/2018,514,22,4.5,40,1.3,1871,-7.9,0,0,0,Spring,No Holiday,Yes
06/03/2018,361,23,3.5,44,0.9,1905,-7.6,0,0,0,Spring,No Holiday,Yes
07/03/2018,289,0,2.8,45,1.7,1493,-7.9,0,0,0,Spring,No Holiday,Yes
07/03/2018,194,1,2.8,46,2,1709,-7.6,0,0,0,Spring,No Holiday,Yes
07/03/2018,134,2,2.6,50,1.3,1962,-6.8,0,0,0,Spring,No Holiday,Yes
07/03/2018,92,3,2.7,55,1.5,1989,-5.4,0,0,0,Spring,No Holiday,Yes
07/03/2018,49,4,2.6,61,1.7,1998,-4.1,0,0,0,Spring,No Holiday,Yes
07/03/2018,97,5,2.5,63,1.3,1987,-3.8,0,0,0,Spring,No Holiday,Yes
07/03/2018,232,6,2.4,65,1.8,1989,-3.5,0,0,0,Spring,No Holiday,Yes
07/03/2018,598,7,2.2,65,1.9,2000,-3.7,0,0,0,Spring,No Holiday,Yes
07/03/2018,1032,8,2.6,63,1.6,1857,-3.7,0.14,0,0,Spring,No Holiday,Yes
07/03/2018,566,9,3.8,58,2,1785,-3.7,0.49,0,0,Spring,No Holiday,Yes
07/03/2018,410,10,5.2,52,1.5,1808,-3.8,0.74,0,0,Spring,No Holiday,Yes
07/03/2018,441,11,8,43,1.7,1909,-3.8,1.74,0,0,Spring,No Holiday,Yes
07/03/2018,550,12,9.6,39,1.8,1982,-3.7,2.09,0,0,Spring,No Holiday,Yes
07/03/2018,509,13,9.9,39,1.9,1911,-3.4,1.61,0,0,Spring,No Holiday,Yes
07/03/2018,505,14,9.8,38,0.9,1908,-3.8,0.93,0,0,Spring,No Holiday,Yes
07/03/2018,620,15,10.2,34,2.3,1919,-4.9,1.19,0,0,Spring,No Holiday,Yes
07/03/2018,646,16,10.4,36,3.2,1963,-4,1.02,0,0,Spring,No Holiday,Yes
07/03/2018,849,17,10.4,37,1,2000,-3.6,0.67,0,0,Spring,No Holiday,Yes
07/03/2018,1365,18,9.6,42,2,2000,-2.7,0.14,0,0,Spring,No Holiday,Yes
07/03/2018,799,19,8.9,44,2.3,2000,-2.7,0,0,0,Spring,No Holiday,Yes
07/03/2018,587,20,8.5,46,1,1977,-2.4,0,0,0,Spring,No Holiday,Yes
07/03/2018,411,21,7.9,56,1.4,1975,-0.3,0,0,0,Spring,No Holiday,Yes
07/03/2018,147,22,7.2,60,1.4,1928,0,0,0,0,Spring,No Holiday,Yes
07/03/2018,48,23,6,79,2,918,2.6,0,0,0,Spring,No Holiday,Yes
08/03/2018,49,0,5.2,83,1.5,733,2.5,0,0.5,0,Spring,No Holiday,Yes
08/03/2018,23,1,4.7,86,0.7,717,2.5,0,0,0,Spring,No Holiday,Yes
08/03/2018,19,2,4.2,88,0.9,553,2.3,0,0,0,Spring,No Holiday,Yes
08/03/2018,12,3,3.8,90,0.8,448,2.3,0,2,0,Spring,No Holiday,Yes
08/03/2018,8,4,3.3,90,1.3,682,1.8,0,0,0,Spring,No Holiday,Yes
08/03/2018,17,5,3.1,90,1.2,974,1.6,0,0,0,Spring,No Holiday,Yes
08/03/2018,32,6,3.1,89,0.2,903,1.4,0,1.5,0,Spring,No Holiday,Yes
