Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
15,66,Low,High,Yes,7,75,Low,0,High,High,Public,Negative,3,College,Male,62
16,88,Medium,High,Yes,7,51,Medium,0,Medium,Medium,Public,Positive,3,College,Female,68
16,96,High,Medium,Yes,9,97,Medium,0,Medium,High,Private,Neutral,5,College,Male,72
28,77,High,Medium,Yes,9,54,Low,1,High,Medium,Public,Positive,3,Postgraduate,Female,70
7,80,High,Medium,No,9,83,Low,3,Medium,Medium,Public,Neutral,3,High School,Female,62
39,97,High,High,Yes,10,91,Medium,2,Low,Medium,Public,Positive,3,High School,Female,79
26,81,Medium,High,Yes,8,87,Medium,2,High,High,Public,Neutral,1,Postgraduate,Male,73
21,80,High,High,Yes,7,90,High,1,Low,Low,Public,Negative,2,College,Male,68
20,83,High,Medium,Yes,9,87,Low,0,High,Medium,Public,Neutral,2,High School,Male,68
22,88,Medium,Medium,Yes,10,72,Medium,2,Low,High,Public,Neutral,2,High School,Female,69
23,64,Medium,Low,Yes,6,95,High,1,Low,Medium,Public,Positive,2,College,Female,63
24,93,Medium,Medium,Yes,7,96,Medium,5,High,Medium,Public,Negative,4,Postgraduate,Female,74
23,77,Medium,Medium,Yes,5,72,Medium,2,High,High,Public,Negative,5,College,Female,69
21,63,Medium,Low,No,8,74,Medium,0,Low,Medium,Public,Negative,3,High School,Female,61
19,91,Medium,Low,Yes,8,74,Low,4,Medium,Medium,Public,Neutral,2,Postgraduate,Female,69
19,75,Medium,Low,No,6,64,High,2,Low,Medium,Public,Neutral,3,High School,Female,64
19,64,Medium,Medium,Yes,9,56,Low,2,Low,Medium,Public,Positive,4,Postgraduate,Female,63
27,85,Low,High,No,6,63,Low,1,Low,Medium,Public,Negative,2,College,Male,68
24,95,High,Medium,Yes,6,92,Medium,2,Low,Medium,Public,Neutral,3,High School,Male,72
2,96,Low,High,Yes,9,77,Medium,3,Medium,,Public,Neutral,2,High School,Female,65
24,98,Low,Low,No,6,93,Low,2,Low,Low,Public,Positive,4,College,Male,69
21,95,Medium,Low,No,5,87,Low,2,Medium,Medium,Private,Neutral,4,High School,Male,70
20,60,Medium,Medium,Yes,8,67,Low,1,Medium,Medium,Public,Neutral,4,Postgraduate,Female,63
18,75,Low,Medium,Yes,7,59,Low,0,Medium,Medium,Public,Positive,2,High School,Female,62
27,93,Medium,Medium,Yes,9,78,Low,1,Low,Medium,Public,Positive,2,Postgraduate,Female,72
26,75,High,High,No,8,97,Medium,1,Low,Medium,Public,Neutral,4,High School,Male,69
15,84,Medium,Medium,No,4,92,Low,2,Medium,Medium,Public,Negative,3,High School,Female,66
22,84,Medium,Medium,Yes,9,88,Medium,2,Low,High,Private,Neutral,4,Postgraduate,Male,71
14,75,Low,Low,No,10,88,Medium,2,Low,Medium,Private,Negative,3,College,Female,62
12,96,Medium,Low,Yes,9,76,Medium,2,Medium,High,Public,Positive,2,High School,Male,68
16,80,High,Low,No,9,58,Low,0,Medium,Medium,Public,Neutral,2,High School,Female,63
25,79,Medium,Medium,Yes,7,64,Medium,0,Low,Medium,Public,Neutral,3,College,Female,66
26,100,High,Medium,Yes,6,79,High,1,Medium,High,Public,Positive,3,College,Male,75
23,80,Medium,Low,Yes,7,66,High,1,High,High,Private,Positive,4,College,Female,69
24,67,High,Medium,No,8,89,Medium,2,High,Low,Private,Positive,3,High School,Female,68
23,81,High,Medium,No,8,69,Medium,5,Medium,Medium,Public,Negative,2,High School,Male,69
16,93,High,Low,No,6,56,Medium,2,Low,Medium,Public,Positive,4,High School,Male,67
23,91,High,Medium,Yes,6,89,Medium,3,Medium,Medium,Private,Negative,3,Postgraduate,Male,73
25,92,Medium,High,Yes,5,85,Low,1,Low,Medium,Public,Negative,1,College,Male,71
25,88,High,Medium,Yes,8,63,Medium,2,High,Medium,Public,Positive,3,High School,Female,71
27,70,Medium,Medium,No,6,99,High,2,Low,Medium,Private,Neutral,2,High School,Female,68
24,94,High,Low,No,7,70,Medium,1,High,Medium,Public,Neutral,1,High School,Male,70
22,96,Low,High,Yes,10,84,Low,1,High,High,Public,Negative,3,High School,Male,71
26,68,Medium,High,No,8,96,High,1,Medium,High,Public,Neutral,2,High School,Male,69
20,65,High,Medium,No,7,58,Medium,3,Low,Medium,Private,Neutral,4,High School,Male,63
15,99,Low,Medium,Yes,8,94,Medium,2,Medium,Medium,Private,Neutral,3,Postgraduate,Male,71
19,95,Medium,Medium,Yes,9,85,Medium,2,Low,Medium,Public,Negative,3,College,Male,69
16,96,High,Medium,Yes,5,58,Medium,2,High,Low,Public,Positive,5,Postgraduate,Male,71
16,95,Medium,Low,No,6,83,Low,2,Low,High,Private,Neutral,3,High School,Female,68
19,82,Medium,Medium,No,7,94,Medium,1,Medium,Medium,Public,Positive,3,High School,Female,68
15,86,Medium,Low,No,6,90,Medium,0,Medium,High,Public,Neutral,3,Postgraduate,Male,66
18,82,Medium,Medium,No,7,88,Medium,3,Low,Medium,Public,Negative,3,College,Female,67
9,62,Low,High,Yes,5,58,Low,0,Medium,High,Private,Positive,5,College,Female,59
21,90,Low,Medium,No,8,60,Medium,1,Low,Medium,Public,Negative,2,College,Female,66
20,80,Low,Low,No,6,77,Low,0,Medium,High,Private,Negative,3,High School,Male,64
15,86,Medium,Medium,No,7,79,Medium,1,Low,Medium,Public,Neutral,3,High School,Female,64
24,80,Medium,High,Yes,7,97,Medium,0,Low,High,Private,Neutral,4,High School,Female,69
26,80,High,Low,No,8,73,High,1,Medium,Medium,Public,Neutral,3,High School,Male,69
10,67,Medium,Medium,No,4,65,Medium,3,Medium,Medium,Public,Positive,3,High School,Male,61
15,71,High,High,No,8,60,Medium,0,Low,High,Private,Negative,3,High School,Female,62
15,66,Low,Medium,No,7,53,Medium,2,Medium,High,Public,Negative,3,College,Female,61
14,68,Medium,Medium,Yes,8,53,High,1,Medium,High,Private,Positive,2,College,Female,63
25,99,Medium,Low,No,5,79,Low,2,Low,Medium,Public,Positive,4,College,Female,71
19,66,High,High,Yes,8,59,Medium,1,Medium,Low,Public,Positive,2,Postgraduate,Female,65
18,71,High,High,Yes,9,93,Medium,1,Low,High,Private,Neutral,4,College,Male,68
8,84,High,High,No,7,80,Medium,1,High,High,Public,Positive,4,High School,Male,67
24,84,Low,High,Yes,6,93,High,2,Low,Medium,Public,Neutral,1,High School,Female,70
13,66,High,Medium,Yes,6,71,Medium,3,Medium,Medium,Public,Neutral,3,High School,Male,64
20,92,Medium,High,No,8,80,High,0,Medium,Medium,Private,Neutral,3,College,Male,71
22,91,High,Medium,Yes,8,76,Low,2,Medium,Medium,Public,Neutral,3,College,Female,71
28,69,Medium,High,No,8,99,Low,0,High,Medium,Private,Negative,3,High School,Female,67
12,72,Medium,Low,Yes,7,90,Medium,0,High,Medium,Public,Positive,3,Postgraduate,Male,63
2,98,Low,High,Yes,7,80,High,2,Low,High,Public,Neutral,1,High School,Male,66
21,93,Medium,Low,Yes,7,80,Medium,3,High,Medium,Public,Neutral,1,High School,Male,70
31,88,Medium,Low,No,6,62,Medium,2,Low,Medium,Private,Positive,4,High School,Male,70
27,63,Low,Medium,Yes,8,87,Medium,3,Low,High,Private,Positive,3,High School,Female,67
21,77,Low,Medium,No,7,99,High,3,Medium,High,Public,Neutral,3,Postgraduate,Male,69
17,82,High,Low,No,9,56,Low,3,High,Medium,Public,Positive,2,High School,Female,66
25,67,Medium,High,No,9,82,Medium,1,Medium,Medium,Public,Positive,3,Postgraduate,Female,67
14,78,High,Medium,Yes,7,76,Medium,0,High,Medium,Public,Negative,2,College,Female,65
23,84,High,High,Yes,8,93,Medium,1,High,Medium,Public,Positive,3,Postgraduate,Male,72
23,73,High,High,No,6,50,Medium,1,Medium,Medium,Public,Positive,3,College,Male,68
26,91,High,Medium,Yes,7,57,Low,3,Medium,Medium,Public,Negative,3,College,Male,72
37,94,High,Medium,Yes,8,52,High,1,Low,Medium,Private,Positive,3,Postgraduate,Male,76
22,73,Medium,Low,Yes,5,58,Medium,4,Low,Medium,Public,Positive,3,College,Female,65
17,94,Low,Medium,No,8,85,Medium,1,Medium,Low,Public,Positive,4,High School,Male,68
20,64,Medium,Medium,Yes,6,57,Medium,3,Low,High,Public,Neutral,4,College,Female,65
9,94,Medium,Medium,Yes,6,81,Low,0,Low,High,Public,Positive,3,High School,Male,66
16,66,Low,Medium,No,6,93,Medium,7,Low,Medium,Public,Negative,2,High School,Male,63
18,63,Medium,Low,No,7,52,Medium,2,High,High,Public,Positive,3,Postgraduate,Female,63
17,86,Medium,Medium,Yes,5,51,Medium,2,Low,Medium,Private,Neutral,2,Postgraduate,Male,66
21,79,High,Low,Yes,8,99,Medium,2,Low,High,Public,Positive,4,High School,Male,69
15,96,Medium,High,Yes,7,84,High,3,Medium,Low,Public,Positive,1,Postgraduate,Male,72
27,75,Medium,Low,Yes,10,57,Medium,3,High,Low,Public,Negative,3,High School,Male,66
20,71,Medium,Medium,Yes,7,65,Medium,2,Medium,Medium,Public,Negative,4,High School,Female,64
20,80,Medium,Low,Yes,8,99,Low,0,Low,High,Private,Positive,3,High School,Male,67
18,78,High,High,Yes,6,61,Low,1,Low,Medium,Private,Positive,5,High School,Male,67
21,74,Low,Medium,Yes,5,88,Medium,1,Medium,High,Public,Neutral,1,College,Male,66
25,88,Medium,Low,Yes,8,62,Low,2,Low,Medium,Public,Neutral,2,High School,Female,68
15,90,Medium,Medium,No,5,70,Medium,0,Medium,Medium,Private,Neutral,2,High School,Male,65
16,94,Medium,High,Yes,8,94,High,2,Low,High,Private,Negative,3,High School,Male,71
18,99,Medium,High,Yes,10,51,Medium,1,Medium,Low,Public,Neutral,4,Postgraduate,Male,71
12,71,Medium,Medium,Yes,8,65,Medium,1,Medium,High,Private,Neutral,2,High School,Male,62
15,89,Medium,High,Yes,8,74,Low,2,Medium,High,Public,Positive,2,College,Male,69
17,76,Medium,Low,No,7,81,Low,4,High,Medium,Private,Neutral,2,High School,Male,65
25,87,High,Low,No,6,51,Low,3,Medium,Medium,Public,Neutral,3,Postgraduate,Male,70
22,79,Medium,Medium,Yes,7,71,Medium,2,Low,,Private,Neutral,2,College,Male,66
21,100,Medium,Medium,No,6,67,Medium,0,High,Medium,Public,Positive,3,High School,Male,70
25,89,Medium,High,No,5,51,Low,2,Medium,High,Private,Negative,2,Postgraduate,Female,70
19,98,Low,High,Yes,7,68,Medium,1,Low,Medium,Private,Neutral,4,High School,Female,69
22,93,High,Low,Yes,9,97,Medium,2,Medium,Medium,Public,Neutral,3,High School,Male,71
19,96,Medium,Medium,No,5,64,Medium,1,Medium,Medium,Public,Neutral,3,High School,Male,69
22,93,High,Medium,No,9,79,Medium,2,Medium,High,Public,Positive,2,Postgraduate,Female,73
17,78,Medium,Medium,Yes,9,65,Low,1,Medium,High,Public,Neutral,4,High School,Female,65
5,70,High,High,Yes,8,55,Medium,3,Low,Medium,Public,Neutral,3,High School,Male,62
19,75,Medium,High,No,8,64,Medium,2,High,Low,Public,Negative,5,Postgraduate,Female,67
29,61,Low,Medium,Yes,7,74,High,1,Medium,Medium,Public,Neutral,3,Postgraduate,Male,65
26,81,Low,Medium,No,7,65,Low,1,Medium,Medium,Public,Neutral,3,High School,Male,65
26,80,Medium,High,Yes,6,81,Medium,0,Medium,Medium,Public,Neutral,2,College,Female,70
27,81,Medium,Medium,Yes,7,97,Low,1,Medium,Medium,Public,Neutral,2,College,Female,70
21,99,Medium,High,Yes,7,53,Medium,0,Medium,Low,Public,Neutral,4,Postgraduate,Female,71
21,96,High,Low,No,10,86,Low,1,Low,High,Public,Neutral,3,College,Male,71
16,66,Medium,Medium,Yes,8,50,Low,1,Medium,High,Public,Neutral,4,High School,Male,62
18,75,Medium,Low,No,7,50,Medium,4,Low,Medium,Public,Positive,2,Postgraduate,Female,65
24,77,High,Medium,Yes,7,57,Medium,3,Medium,High,Public,Positive,2,College,Male,84
27,74,Medium,Medium,Yes,6,74,Medium,2,Medium,High,Public,Neutral,2,College,Male,68
19,92,High,Medium,Yes,6,52,Medium,3,High,Medium,Public,Positive,1,High School,Male,70
17,81,Medium,High,No,8,86,Medium,1,Medium,Medium,Private,Neutral,3,Postgraduate,Male,68
20,83,Medium,Medium,No,6,51,Medium,2,Low,High,Public,Negative,4,Postgraduate,Male,67
24,94,Low,Medium,Yes,6,75,Low,1,Low,High,Public,Negative,4,High School,Female,69
11,92,High,High,Yes,6,84,Medium,2,Low,Low,Public,Negative,1,High School,Female,68
6,65,High,High,No,6,62,Medium,3,Low,Low,Public,Neutral,1,High School,Male,59
17,89,High,Low,Yes,9,79,Medium,0,Medium,Medium,Public,Positive,2,College,Female,67
13,77,Medium,High,Yes,7,63,Low,0,High,Low,Public,Positive,1,High School,Male,63
17,72,High,High,Yes,7,61,Low,1,Medium,Medium,Public,Negative,4,High School,Female,65
19,62,Medium,Medium,No,7,91,Low,1,Low,Medium,Public,Positive,3,College,Male,63
17,79,Medium,Medium,No,7,67,Low,1,Low,Medium,Private,Positive,3,High School,Female,64
29,74,High,Medium,Yes,6,91,High,3,Low,High,Public,Positive,4,College,Female,72
22,70,Low,Medium,Yes,5,61,High,1,Low,Medium,Public,Negative,3,College,Male,63
22,88,Medium,Medium,No,9,68,Medium,2,Medium,Medium,Public,Neutral,2,High School,Male,66
24,91,Medium,Medium,Yes,8,55,Low,0,Medium,Low,Private,Neutral,2,College,Female,67
13,70,High,High,Yes,8,75,High,1,High,Medium,Public,Positive,2,Postgraduate,Male,66
26,62,Medium,Medium,Yes,8,69,Medium,2,Medium,High,Public,Positive,3,College,Female,66
20,94,Medium,Medium,Yes,10,50,Low,1,Low,High,Private,Negative,4,Postgraduate,Female,68
24,60,High,High,No,6,73,Medium,1,Low,Medium,Private,Positive,5,Postgraduate,Male,66
14,97,Medium,Medium,Yes,5,54,Medium,3,Medium,Medium,Public,Negative,2,College,Female,68
11,85,Medium,Medium,Yes,8,92,Low,2,Medium,Medium,Public,Negative,4,High School,Female,65
25,73,Medium,Medium,Yes,5,75,Low,0,Medium,Medium,Private,Positive,2,College,Female,67
22,70,High,Low,No,7,85,Medium,0,High,Medium,Private,Negative,3,High School,Male,64
15,60,Low,High,No,7,91,Low,0,Low,Medium,Private,Negative,2,College,Male,59
15,69,Medium,Medium,Yes,8,53,Low,0,High,Medium,Private,Negative,3,High School,Male,60
27,66,Low,High,No,6,67,Low,1,High,High,Public,Negative,4,College,Female,65
13,84,Medium,Medium,Yes,9,51,High,0,Low,Medium,Public,Negative,4,High School,Female,64
30,67,Medium,High,No,6,52,Medium,1,Low,Medium,Public,Neutral,1,High School,Female,66
15,81,Medium,Medium,Yes,8,52,Medium,0,Medium,Medium,Public,Neutral,2,Postgraduate,Male,65
24,84,Medium,Medium,Yes,6,74,Medium,2,Medium,High,Public,Positive,2,High School,Male,69
18,72,High,High,Yes,8,73,Medium,0,Medium,Medium,Private,Positive,4,High School,Female,66
24,61,High,Medium,Yes,5,53,Medium,1,Low,High,Private,Neutral,5,College,Female,65
17,61,High,Medium,No,7,63,Low,1,Medium,Medium,Public,Positive,4,College,Female,62
19,61,Medium,Low,No,9,62,Medium,2,Medium,Medium,Public,Neutral,2,High School,Female,60
20,90,Low,Medium,No,7,65,Low,4,Low,High,Public,Positive,4,College,Female,68
14,73,Medium,High,Yes,9,82,Medium,1,Medium,Medium,Public,Negative,3,High School,Female,64
24,92,High,High,No,7,85,High,0,Medium,Medium,Public,Positive,3,College,Female,73
17,77,Medium,Medium,Yes,6,67,Low,1,Low,Medium,Public,Positive,1,College,Male,64
19,78,High,High,No,7,89,Medium,2,Medium,Medium,Public,Neutral,4,,Female,69
14,81,Low,Medium,No,8,71,Low,1,Low,High,Public,Neutral,3,Postgraduate,Female,63
5,89,Medium,Medium,Yes,4,76,High,2,Medium,Medium,Public,Neutral,3,College,Male,65
19,71,Medium,Medium,No,8,57,Medium,2,Medium,High,Public,Positive,4,High School,Male,65
34,65,Medium,Medium,Yes,6,62,High,0,Medium,High,Public,Negative,3,High School,Male,67
25,82,Medium,Medium,Yes,5,86,Medium,0,Low,Low,Public,Positive,4,High School,Male,67
20,73,Medium,Medium,No,8,99,Low,1,Medium,Medium,Private,Positive,3,High School,Male,66
18,78,Medium,High,Yes,9,85,High,1,Low,High,Private,Negative,2,Postgraduate,Male,68
20,86,Medium,Low,Yes,7,53,Medium,1,Low,High,Public,Negative,2,High School,Male,65
23,80,Low,Low,Yes,5,57,Medium,1,Low,Medium,Public,Neutral,4,Postgraduate,Male,66
13,85,High,Low,Yes,6,72,Medium,2,Low,Medium,Public,Positive,1,College,Female,66
27,82,Medium,Medium,Yes,6,87,Low,2,Low,High,Public,Positive,2,High School,Male,69
24,90,Medium,Medium,No,7,58,Medium,2,Low,Medium,Private,Neutral,2,Postgraduate,Male,70
24,88,Medium,Low,Yes,7,88,Medium,2,Medium,High,Private,Neutral,2,Postgraduate,Male,71
23,81,High,Medium,No,8,78,High,4,Low,Low,Public,Positive,3,High School,Male,70
20,87,Medium,Medium,No,8,89,Low,2,Medium,Medium,Public,Neutral,3,High School,Male,68
24,95,High,High,Yes,8,78,Medium,2,Low,High,Public,Negative,2,Postgraduate,Female,73
24,77,Medium,High,No,8,80,High,1,Low,High,Public,Positive,2,High School,Female,68
18,77,Medium,Medium,Yes,7,62,Low,2,High,Medium,Private,Neutral,4,College,Male,66
17,91,Medium,Low,Yes,10,86,Low,1,Medium,Medium,Public,Neutral,3,Postgraduate,Female,67
21,83,Medium,Low,Yes,8,92,Low,2,Medium,Medium,Private,Negative,4,High School,Male,66
29,63,Medium,High,Yes,8,94,Medium,0,Medium,High,Private,Positive,2,Postgraduate,Female,69
13,96,Medium,Medium,No,10,51,Medium,1,Low,Low,Public,Positive,3,Postgraduate,Female,67
11,61,Medium,Low,Yes,7,81,High,5,Medium,Low,Public,Positive,4,High School,Male,61
21,90,Medium,Medium,No,6,99,Medium,2,Low,Medium,Private,Negative,3,College,Female,70
20,90,High,High,No,9,79,Medium,2,Low,Medium,Public,Negative,2,High School,Female,70
21,98,Medium,Medium,Yes,9,59,High,3,Medium,Medium,Public,Neutral,3,College,Female,70
21,62,Medium,Medium,No,7,94,Low,1,Low,High,Private,Positive,3,College,Female,64
19,84,High,Medium,No,10,63,Medium,0,Low,Medium,Public,Negative,3,College,Female,65
29,77,Medium,Medium,No,7,52,Medium,5,Low,Medium,Public,Positive,4,College,Female,70
10,73,Low,High,Yes,8,72,Low,1,Low,High,Public,Positive,2,College,Female,62
15,64,High,High,Yes,9,55,High,1,Medium,Low,Public,Neutral,3,College,Female,64
19,83,Medium,High,Yes,7,56,Medium,1,Medium,Low,Private,Positive,3,College,Female,67
10,79,High,Medium,No,8,73,High,1,Low,Low,Public,Neutral,4,High School,Female,63
19,64,Low,Medium,Yes,9,81,High,0,Medium,High,Public,Neutral,3,High School,Male,62
30,84,Low,Medium,No,6,95,Medium,2,High,High,Public,Negative,2,College,Male,72
20,90,Low,Medium,No,6,85,High,3,Low,High,Private,Neutral,2,College,Male,69
21,91,Medium,High,Yes,9,92,Medium,5,Low,Medium,Private,Negative,2,High School,Male,72
12,96,Low,Medium,Yes,7,71,High,2,Medium,Medium,Private,Positive,2,College,Male,68
16,76,Low,Medium,No,6,66,Low,1,Medium,Medium,Private,Neutral,3,Postgraduate,Female,64
18,98,High,High,Yes,7,80,Low,3,Low,Medium,Private,Neutral,1,College,Female,72
18,95,High,High,Yes,8,85,Low,2,Low,High,Public,Positive,3,College,Female,73
28,72,High,Medium,Yes,5,78,Low,5,Medium,Low,Private,Negative,2,College,Male,67
23,66,High,Low,Yes,8,63,Medium,0,Low,Medium,Public,Negative,4,College,Female,64
13,77,Medium,Medium,Yes,8,68,Low,3,High,Medium,Private,Neutral,3,High School,Female,65
21,76,High,High,Yes,9,72,Low,1,Low,High,Public,Neutral,3,High School,Female,67
23,83,Medium,Medium,Yes,7,51,Low,3,Medium,High,Public,Neutral,2,College,Male,68
27,83,Medium,High,Yes,9,94,Medium,2,Low,High,Public,Positive,2,High School,Male,72
29,90,High,Low,Yes,7,76,Low,1,Medium,Low,Public,Positive,3,High School,Female,71
14,80,Medium,Medium,Yes,7,88,Medium,1,Medium,Medium,Private,Neutral,3,High School,Male,66
15,64,High,Medium,No,7,59,Low,0,Low,Medium,Public,Neutral,3,High School,Female,59
12,94,Medium,Medium,Yes,10,78,Medium,1,Medium,High,Public,Neutral,2,High School,Female,68
19,72,Low,High,Yes,5,96,Low,3,Low,Low,Public,Positive,2,High School,Female,64
23,99,Low,Medium,No,8,61,Low,2,High,High,Private,Positive,3,High School,Female,70
26,65,Low,Medium,Yes,7,67,Medium,4,High,Medium,Private,Negative,3,High School,Female,65
20,98,High,Medium,Yes,7,69,High,2,High,High,Public,Negative,2,College,Female,72
18,64,High,High,No,8,69,Medium,3,High,Medium,Public,Positive,3,College,Male,66
21,69,Medium,Medium,Yes,9,80,High,2,Medium,High,Public,Positive,5,College,Male,68
15,62,Medium,High,No,8,70,Medium,1,Low,Medium,Private,Positive,3,College,Male,62
33,88,Medium,Low,No,9,84,Medium,1,Low,Medium,Public,Negative,3,High School,Male,70
10,94,High,Medium,Yes,7,74,High,3,High,Medium,Public,Positive,3,College,Male,70
21,77,Medium,Low,Yes,7,58,Medium,0,Low,High,Public,Negative,3,College,Male,64
32,97,High,Low,Yes,5,97,Low,1,Low,High,Public,Positive,5,College,Female,76
20,84,Medium,Medium,Yes,10,62,High,1,Medium,Medium,Public,Neutral,2,College,Male,67
19,85,High,High,No,7,78,Low,2,Low,High,Private,Negative,3,College,Male,69
18,94,Medium,Low,Yes,7,53,Medium,4,Medium,High,Public,Positive,3,High School,Female,68
19,72,Medium,Medium,Yes,8,96,Low,1,Medium,High,Public,Positive,2,Postgraduate,Female,67
28,74,Medium,Medium,Yes,9,96,Low,0,High,High,Private,Neutral,3,High School,Female,69
7,96,High,Medium,Yes,6,68,Medium,2,Low,High,Public,Neutral,1,High School,Female,67
29,96,High,High,Yes,9,56,Low,0,Low,High,Private,Neutral,4,High School,Male,73
11,99,Medium,High,Yes,7,88,High,4,Medium,Low,Private,Neutral,3,College,Male,71
18,96,Medium,Low,No,9,63,Medium,4,Low,Medium,Private,Neutral,3,Postgraduate,Male,70
17,65,High,Medium,Yes,6,85,Medium,1,Low,Medium,Private,Neutral,3,,Male,65
24,93,High,Medium,Yes,8,96,Medium,0,Medium,Medium,Public,Positive,1,Postgraduate,Male,73
10,76,Medium,Medium,Yes,7,80,Medium,1,Low,High,Public,Positive,4,Postgraduate,Female,65
23,100,Low,Medium,Yes,5,93,Medium,4,Low,Medium,Private,Neutral,3,Postgraduate,Male,73
32,79,Low,High,Yes,5,61,Medium,0,Low,High,Public,Positive,3,College,Male,70
12,82,High,Medium,Yes,6,96,High,0,Low,Low,Private,Positive,4,College,Male,66
21,81,Low,Medium,Yes,8,61,High,3,Medium,Low,Public,Negative,5,High School,Female,66
16,73,Medium,Medium,Yes,4,61,Low,4,Low,High,Private,Neutral,5,High School,Male,64
23,63,Medium,Medium,Yes,8,94,High,2,Medium,Medium,Public,Neutral,5,Postgraduate,Male,68
20,96,Medium,Medium,No,7,78,Medium,1,High,High,Public,Neutral,2,High School,Male,70
16,92,Medium,Medium,Yes,4,90,High,6,High,Medium,Private,Neutral,3,High School,Male,72
23,66,Medium,High,No,6,90,Medium,2,Low,Medium,Public,Neutral,3,High School,Male,66
31,91,Medium,Medium,Yes,6,82,Medium,2,Medium,High,Public,Positive,3,High School,Male,74
19,85,High,Medium,No,7,59,Low,0,Medium,High,Private,Negative,4,College,Male,67
24,76,High,High,Yes,9,85,Medium,2,Low,Medium,Private,Positive,2,Postgraduate,Female,71
12,70,Low,High,Yes,9,53,Medium,2,Low,Medium,Public,Neutral,2,High School,Male,60
14,94,Low,Medium,No,6,60,Medium,3,High,Medium,Public,Neutral,3,College,Female,68
23,88,Medium,Medium,No,6,82,Medium,0,Medium,Medium,Private,Negative,3,College,Male,69
29,82,High,High,No,5,95,Medium,2,Medium,High,Public,Neutral,3,College,Male,74
22,84,High,Medium,Yes,6,89,Medium,2,Medium,Medium,Public,Neutral,3,High School,Male,71
18,64,High,Medium,Yes,6,67,High,0,Low,Medium,Private,Negative,4,College,Male,63
20,79,High,Low,Yes,7,91,High,2,Low,Medium,Private,Negative,4,College,Male,66
12,68,Medium,High,No,7,98,Medium,1,Medium,High,Private,Neutral,4,High School,Male,65
24,68,Low,Low,No,6,67,High,0,Low,High,Private,Positive,3,High School,Female,60
25,86,Medium,Low,Yes,6,59,Medium,3,Low,Medium,Public,Positive,3,High School,Female,69
17,96,High,Medium,No,6,60,Medium,1,Low,Medium,Public,Neutral,3,College,Female,69
17,76,Medium,High,Yes,6,70,Low,2,High,Medium,Public,Neutral,4,Postgraduate,Male,67
22,68,High,Medium,Yes,9,53,High,1,Medium,Medium,Public,Neutral,2,High School,Female,65
17,86,High,High,Yes,8,74,Medium,1,Low,High,Private,Neutral,4,College,Male,70
20,95,High,Medium,Yes,8,87,Low,0,Low,Medium,Private,Positive,3,Postgraduate,Female,71
33,90,Low,Medium,Yes,9,77,Medium,3,Medium,High,Public,Negative,6,Postgraduate,Male,73
19,95,Low,High,Yes,8,99,Medium,0,Low,Medium,Public,Neutral,2,Postgraduate,Male,70
18,81,High,Low,Yes,9,73,High,1,Medium,High,Public,Neutral,2,High School,Female,67
16,90,Low,High,Yes,8,51,Medium,1,High,Medium,Public,Neutral,5,High School,Female,67
24,66,Low,High,No,7,74,Medium,0,High,High,Public,Neutral,2,College,Male,65
19,74,High,High,Yes,6,96,Medium,2,High,Medium,Public,Neutral,3,College,Male,69
16,76,High,High,Yes,6,55,Medium,1,Low,,Public,Positive,1,Postgraduate,Male,65
28,80,Medium,High,Yes,8,61,Low,1,Low,Medium,Private,Negative,3,College,Female,68
29,97,High,Medium,No,7,86,Medium,0,Medium,Medium,Public,Positive,3,College,Female,74
16,95,Low,Medium,Yes,5,65,High,0,Medium,Medium,Private,Neutral,3,College,Female,68
9,65,Medium,Medium,No,4,88,Low,1,Low,Medium,Public,Positive,3,College,Male,61
26,67,Medium,Low,Yes,10,71,High,3,Low,Medium,Public,Neutral,3,Postgraduate,Male,67
16,74,High,High,Yes,6,90,Medium,1,Low,Medium,Private,Negative,4,High School,Female,66
25,72,Low,Low,Yes,6,78,Low,8,Medium,High,Public,Positive,4,High School,Male,69
8,85,Medium,Low,Yes,9,54,Low,1,Low,High,Private,Positive,3,High School,Male,62
25,96,Medium,High,Yes,5,69,Low,0,Low,Medium,Public,Neutral,4,High School,Male,71
13,98,High,High,Yes,8,67,Medium,1,Medium,Medium,Private,Positive,4,Postgraduate,Female,71
24,86,Medium,High,Yes,10,91,Low,0,Low,High,Private,Positive,4,College,Female,72
20,94,Medium,High,Yes,10,81,Low,1,Medium,High,Public,Neutral,5,High School,Female,69
14,81,Low,Medium,No,6,89,Medium,6,Low,High,Private,Neutral,3,College,Female,67
18,68,Medium,High,No,7,69,Medium,1,Low,High,Public,Neutral,4,High School,Female,63
24,81,Medium,Medium,Yes,6,85,Medium,1,Medium,High,Public,Neutral,4,College,Male,68
21,82,High,High,Yes,7,53,Low,0,High,Medium,Public,Positive,2,Postgraduate,Male,69
24,90,Medium,Low,Yes,9,52,Low,0,Low,Medium,Public,Negative,3,College,Female,65
32,69,High,High,Yes,5,64,Medium,0,Medium,Medium,Public,Negative,3,Postgraduate,Female,70
11,75,Medium,Medium,No,8,89,Medium,2,High,High,Private,Positive,4,College,Male,65
30,75,Medium,Medium,No,7,77,Medium,0,Low,Medium,Public,Positive,2,High School,Male,67
